 no_of_dependents, self_employed, income_annum, loan_amount, loan_term, cibil_score, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
1,1,200000,400000,20,882,100000,300000,0,0
2,1,8100000,24700000,6,595,14300000,27300000,6500000,0
1,1,8900000,22900000,4,757,11600000,17800000,7800000,0
5,1,4200000,8500000,4,386,4600000,10500000,6000000,1
5,1,4100000,11100000,18,756,3000000,10800000,3000000,0
3,0,8300000,25700000,12,453,14600000,20400000,5700000,1
3,0,7500000,25200000,8,316,800000,18300000,9000000,1
3,0,2100000,7700000,6,703,4000000,8200000,1300000,0
3,0,1400000,3200000,8,753,2000000,3600000,2000000,0
0,0,6900000,23500000,2,621,7300000,23100000,9400000,0
0,1,2500000,9100000,10,852,4700000,7400000,1500000,0
3,1,3800000,9400000,12,301,2800000,14900000,5000000,1
3,1,7700000,29300000,10,359,6100000,21900000,4200000,1
1,0,3200000,6600000,16,534,2600000,6500000,1800000,1
0,1,8600000,20000000,10,704,10000000,30800000,10300000,0
3,1,3800000,13700000,16,662,400000,12400000,5300000,0
3,0,8400000,31100000,18,599,14100000,20500000,8500000,0
1,0,1600000,5400000,4,319,2200000,4200000,1600000,0
2,0,7800000,19400000,16,549,13300000,24100000,6900000,1
1,1,9400000,21000000,12,443,2700000,23200000,5600000,1
3,1,9900000,26700000,10,550,15900000,36800000,6600000,0
4,0,2400000,8000000,18,393,200000,7600000,3000000,1
2,1,7500000,15100000,8,488,0,28500000,6700000,1
5,0,3300000,11800000,16,845,1500000,9200000,2600000,0
2,0,5500000,19000000,2,382,1000000,15200000,8100000,0
5,0,2400000,7500000,12,357,2900000,6100000,1300000,1
1,1,8700000,27500000,16,815,13400000,23600000,5900000,0
1,0,9600000,26000000,16,368,16600000,29900000,8400000,1
0,0,8400000,19800000,16,674,12200000,27400000,10700000,0
5,0,9200000,23900000,10,335,15300000,35400000,10700000,1
2,1,4600000,12600000,2,355,6900000,14800000,6500000,1
5,0,7600000,17500000,6,510,3500000,15700000,9800000,1
4,0,8500000,17800000,4,698,4300000,28600000,8000000,0
4,1,3100000,8200000,18,408,3800000,10800000,3100000,1
3,1,4900000,13100000,18,401,4100000,16400000,3600000,1
5,1,5800000,14000000,14,418,10400000,15100000,6800000,1
0,0,5700000,21300000,4,697,6800000,20000000,5500000,0
4,0,3200000,12200000,14,683,1100000,7500000,2900000,1
4,1,8000000,31500000,16,763,8800000,17600000,8900000,0
4,0,5000000,11400000,6,336,4000000,15500000,2500000,1
2,1,2900000,8300000,10,693,1900000,9700000,4300000,0
2,0,6400000,23900000,18,745,4000000,16300000,7000000,0
5,0,6300000,22500000,18,629,3900000,23100000,8000000,0
0,0,5900000,23300000,16,581,8100000,14900000,5800000,0
1,0,8100000,29600000,4,672,5100000,21100000,5400000,0
5,1,7100000,20100000,4,700,2900000,15600000,4500000,0
1,0,1400000,4400000,14,787,1200000,4200000,800000,0
3,1,2300000,8000000,8,300,3800000,7300000,1200000,1
1,0,7400000,16100000,4,655,12900000,25300000,4300000,0
0,1,5300000,13300000,12,572,2500000,18000000,7100000,0
5,1,7700000,16400000,2,663,14800000,15800000,3900000,0
0,0,5000000,10700000,16,726,1100000,15700000,4800000,0
5,1,6000000,12300000,12,680,5300000,13800000,7300000,0
0,0,1400000,2700000,2,685,800000,5400000,1300000,0
5,1,9400000,23100000,6,762,10200000,22300000,6600000,0
3,0,5200000,17200000,18,768,5500000,11700000,3800000,0
0,0,3100000,11100000,8,504,4600000,11400000,1800000,1
3,1,8400000,20500000,12,796,10500000,17600000,11200000,0
0,0,1200000,2900000,18,348,1200000,2900000,600000,1
5,1,4800000,13100000,6,717,8900000,18300000,2800000,0
5,1,9200000,34200000,4,565,13900000,23600000,12300000,0
2,0,5300000,10900000,6,647,3500000,18700000,3200000,0
3,0,4700000,10900000,2,626,2300000,14600000,5200000,0
0,0,6500000,24700000,6,554,1100000,22700000,9600000,0
4,1,3200000,11500000,20,864,5000000,12100000,4100000,0
4,0,4600000,12500000,6,406,200000,14000000,6800000,1
5,0,700000,1800000,10,650,100000,1500000,300000,0
5,1,7600000,16500000,8,534,10300000,24900000,8300000,1
4,0,1200000,2600000,8,872,2100000,2700000,900000,0
2,0,5100000,16500000,12,845,9000000,11400000,5700000,0
1,1,4300000,16300000,14,792,400000,10200000,4000000,1
4,0,300000,1200000,18,544,100000,800000,100000,1
2,1,4000000,13000000,10,552,1600000,15600000,3400000,0
5,0,3900000,14900000,12,837,500000,14400000,3600000,0
0,1,6900000,21300000,18,845,5600000,21400000,6600000,0
4,1,7000000,24100000,10,677,6000000,21600000,6300000,0
1,0,6300000,18300000,20,430,1300000,23000000,9200000,1
3,1,8900000,22500000,12,887,10800000,33500000,9500000,0
0,1,5700000,19400000,8,544,6400000,19900000,5800000,1
4,1,5200000,18300000,10,355,3800000,10600000,3400000,1
4,0,7400000,17500000,4,540,7600000,17900000,3600000,1
5,0,6500000,16000000,14,444,7900000,23100000,7900000,1
3,0,6200000,14900000,14,567,9100000,20800000,8800000,0
5,1,2400000,6500000,20,513,2100000,5200000,2600000,1
0,0,2500000,7100000,10,590,800000,6100000,2600000,0
2,1,2700000,8500000,20,368,4500000,5900000,2100000,1
5,0,3000000,7600000,6,413,3500000,11400000,1700000,1
4,1,6100000,13600000,4,401,2000000,20500000,3900000,1
3,0,1500000,5400000,18,687,400000,4500000,1700000,0
2,0,6500000,14100000,14,577,12000000,25100000,3900000,0
4,0,200000,700000,10,576,100000,400000,300000,0
1,0,9900000,23400000,16,687,3700000,29600000,8200000,0
4,0,5500000,11600000,12,474,2400000,20100000,5600000,1
4,0,1200000,4400000,6,709,2300000,4100000,1700000,0
4,1,6900000,20200000,18,438,6200000,26800000,5700000,1
3,1,8000000,25300000,4,306,7300000,24400000,6600000,0
3,1,4100000,13900000,20,383,2300000,15800000,3800000,1
2,0,1400000,4700000,20,563,2300000,2800000,1400000,0
4,1,1600000,3200000,20,371,2300000,4600000,1000000,1
1,0,2100000,4200000,12,379,2100000,8100000,2500000,1
1,0,8800000,30200000,18,897,7900000,28700000,11100000,0
3,1,7100000,25400000,10,725,5300000,16000000,8600000,0
1,0,8600000,31500000,16,678,13400000,22200000,5300000,0
2,1,5400000,14800000,6,724,400000,13100000,5400000,0
3,1,1000000,2500000,6,808,600000,2000000,500000,0
0,0,5400000,18400000,8,625,3000000,13000000,4800000,0
2,0,4200000,16800000,4,771,4500000,10500000,5800000,0
2,0,7500000,22400000,14,695,3900000,15300000,9400000,0
4,0,1200000,3300000,2,564,500000,4700000,1100000,0
4,1,6300000,14500000,10,349,12300000,16500000,5700000,1
4,1,300000,900000,4,797,400000,600000,400000,0
3,0,7400000,28800000,8,391,7900000,23600000,7200000,1
5,0,2200000,5400000,12,833,3300000,7000000,1600000,0
5,0,4000000,9100000,10,515,6400000,9900000,5500000,1
4,1,2700000,10400000,16,671,3700000,5600000,4000000,0
0,1,2000000,6900000,4,404,1600000,4200000,3000000,0
4,0,6400000,14800000,6,537,3700000,18600000,6500000,1
5,1,1400000,5100000,4,348,900000,4000000,1300000,0
0,1,2800000,6300000,12,647,0,8700000,2300000,0
2,1,8200000,28700000,14,316,16100000,17700000,4300000,1
3,0,9000000,26700000,14,638,0,31300000,5200000,0
5,1,800000,2100000,12,363,1000000,3100000,900000,1
4,1,6100000,21200000,6,808,7200000,22300000,6100000,0
4,1,2400000,9400000,2,871,300000,7100000,3500000,0
4,1,6000000,17000000,12,607,3200000,22100000,3900000,0
2,1,7900000,22500000,6,571,5300000,17900000,8100000,0
3,1,9500000,25700000,18,446,13600000,29300000,10100000,1
3,1,1800000,6400000,20,436,2900000,4400000,1300000,1
3,1,5800000,14100000,12,738,4400000,15400000,8400000,0
3,0,2800000,9400000,10,519,3500000,7700000,1500000,1
3,1,4000000,8300000,8,531,7400000,15200000,5900000,1
1,0,1000000,3400000,18,578,400000,3100000,1200000,0
0,0,9100000,21100000,20,578,6200000,33700000,5600000,0
0,0,4600000,18100000,14,442,200000,15600000,3300000,1
2,0,7800000,16900000,6,751,6300000,20400000,11700000,0
4,1,6600000,18800000,10,353,9500000,20000000,6200000,1
5,0,9800000,26600000,12,664,2900000,22500000,14100000,0
1,0,7400000,26600000,18,505,2400000,22400000,3900000,1
3,1,4300000,16600000,10,571,3700000,12800000,5800000,0
2,1,9800000,34600000,16,754,14900000,34700000,6100000,0
5,0,1100000,3900000,20,858,1200000,3800000,1100000,0
3,1,8600000,21800000,20,641,8800000,24000000,9100000,0
0,1,9400000,35500000,16,592,11800000,30500000,5800000,0
3,1,5300000,20300000,14,432,0,17200000,5900000,1
1,1,8700000,33800000,18,558,11500000,31500000,5900000,0
3,1,4800000,14200000,12,547,700000,9800000,2400000,1
4,0,4400000,9800000,18,732,2400000,15100000,4400000,0
1,1,5400000,19300000,12,784,1800000,20300000,6500000,0
5,1,8400000,31900000,10,605,10300000,22000000,9100000,0
1,1,5400000,19500000,18,688,800000,17000000,3500000,0
3,1,9400000,32100000,10,617,5800000,29400000,11400000,0
0,1,800000,2400000,4,518,800000,2800000,500000,0
0,0,3800000,14800000,10,390,5700000,9500000,4600000,1
4,0,3100000,6300000,4,370,4100000,8800000,2800000,1
3,1,6000000,21300000,4,802,8900000,17300000,7600000,0
2,1,6800000,15500000,12,338,1200000,21800000,8500000,1
5,0,5200000,11700000,6,658,5100000,11400000,5600000,0
0,0,1900000,6700000,12,595,3200000,4900000,1700000,0
5,1,3600000,8500000,20,594,6400000,7400000,4500000,0
3,1,1500000,4100000,14,611,2000000,4800000,2100000,0
3,0,2000000,5800000,8,799,3100000,5500000,1000000,0
5,0,9200000,18600000,20,497,300000,24200000,10700000,1
0,1,6100000,15900000,18,456,10800000,19100000,8800000,1
5,0,300000,500000,8,396,300000,1200000,200000,1
1,0,800000,2300000,10,770,900000,2900000,1100000,0
0,0,3300000,9000000,16,797,6400000,10300000,3300000,0
1,0,5800000,18700000,20,586,3000000,15600000,6000000,0
5,0,8500000,23400000,16,604,16500000,24500000,4800000,0
0,1,4100000,12800000,8,799,700000,9400000,2700000,0
2,0,7800000,26400000,4,763,8400000,16600000,6700000,0
0,0,7500000,23000000,14,725,4800000,20200000,7100000,0
2,0,2300000,8800000,18,336,800000,5200000,1500000,1
4,1,600000,2300000,6,495,600000,2000000,300000,1
1,0,2900000,11500000,20,431,3800000,5900000,3100000,1
5,0,900000,2200000,2,415,1700000,2900000,700000,1
5,1,9000000,20400000,6,451,11400000,28200000,9000000,1
1,0,4800000,14300000,4,489,7900000,17700000,3600000,1
1,0,1600000,4600000,12,415,600000,3900000,1500000,1
3,0,2600000,8100000,12,425,1900000,6800000,2200000,1
4,1,1800000,4600000,14,453,2400000,4700000,1600000,1
5,1,4400000,11800000,20,634,7300000,15200000,4300000,0
2,0,200000,300000,20,519,0,400000,300000,1
4,1,800000,2100000,6,353,300000,2900000,1200000,1
3,0,1500000,3200000,4,767,400000,3700000,1400000,0
0,1,7700000,16900000,14,473,4000000,29000000,6400000,1
5,1,7200000,21300000,2,801,1700000,20400000,7200000,0
4,0,1000000,2300000,16,543,100000,2000000,1000000,1
1,0,6300000,17200000,12,714,4200000,24700000,8500000,0
3,0,1900000,4100000,12,830,1100000,5300000,2100000,0
5,0,4400000,15300000,4,401,5400000,17500000,2400000,0
0,0,9100000,26400000,6,518,1100000,35300000,5700000,1
2,1,900000,2300000,20,367,1200000,3400000,1300000,1
0,1,4600000,12000000,12,493,700000,16200000,3600000,1
2,1,9400000,22700000,14,505,16900000,24700000,11500000,1
5,0,6900000,26500000,16,322,9800000,17100000,9400000,1
2,0,300000,900000,8,735,400000,500000,100000,0
5,1,1900000,6700000,2,622,200000,3900000,1700000,0
4,1,4400000,16400000,6,513,7500000,13100000,5700000,1
4,1,1200000,4100000,16,585,900000,2300000,900000,0
1,1,1000000,3000000,10,813,500000,3300000,800000,0
0,0,3100000,10400000,18,622,5000000,7200000,1600000,0
1,1,2100000,6300000,16,899,2200000,4400000,2200000,0
0,0,2100000,4700000,2,459,1300000,8100000,1200000,1
4,0,9400000,33300000,18,369,5600000,32200000,7200000,1
2,0,9700000,37700000,6,601,3100000,23800000,11800000,0
4,0,1400000,2700000,18,703,1300000,5400000,900000,0
2,0,4700000,14600000,20,597,6000000,14100000,6800000,0
3,1,4100000,13300000,10,670,5500000,13200000,6100000,0
4,1,1200000,2800000,6,366,300000,4200000,1400000,1
5,0,7900000,27800000,16,857,12500000,17200000,10600000,0
2,0,6600000,15000000,16,401,6600000,23500000,3300000,1
0,0,2200000,8800000,4,437,2300000,8300000,2000000,0
3,0,5500000,17600000,8,882,7800000,20300000,3100000,0
4,0,5100000,15500000,8,392,8100000,13600000,6700000,1
2,1,3900000,7700000,10,421,7500000,14100000,2100000,1
5,0,200000,400000,6,722,300000,400000,100000,0
4,0,5800000,14700000,10,692,10100000,17700000,3900000,0
5,0,8300000,20700000,2,537,14300000,19700000,7800000,1
5,1,2600000,5500000,8,676,800000,7200000,1300000,0
1,0,2100000,8100000,6,817,2900000,4900000,2900000,0
4,0,3900000,10800000,20,433,1600000,14500000,2300000,1
1,1,5200000,16300000,6,524,3400000,20700000,4600000,1
3,1,7800000,24400000,20,490,5100000,17700000,4100000,1
3,1,5400000,14300000,4,595,2800000,19300000,4900000,0
2,0,2900000,11000000,2,835,3200000,11500000,1400000,0
4,0,7100000,28300000,6,850,7100000,26000000,9700000,0
1,1,800000,2500000,4,409,1000000,3100000,900000,0
5,1,3400000,12800000,10,760,4300000,11000000,4600000,0
1,1,6800000,17600000,14,344,5600000,18100000,7700000,1
4,1,7000000,27100000,12,881,9400000,17200000,9500000,0
0,1,9300000,24500000,10,600,700000,32600000,5400000,0
2,0,7500000,19900000,10,790,13000000,19900000,5900000,0
3,1,8000000,31200000,20,392,8400000,16000000,6000000,1
5,1,1600000,4100000,2,748,1000000,4200000,1000000,0
1,1,6700000,18800000,6,798,5900000,18000000,6100000,0
3,0,3800000,11400000,4,323,4000000,9600000,4400000,0
1,1,2700000,5400000,6,413,1500000,6100000,2600000,1
3,0,1300000,2900000,8,733,1900000,3800000,1800000,0
4,0,3400000,10500000,16,543,4500000,11100000,4500000,1
3,0,3400000,10900000,14,757,1600000,7700000,3000000,0
5,1,2400000,6800000,8,464,1300000,9500000,1900000,1
0,0,1900000,6900000,4,749,3700000,4300000,2200000,0
4,0,700000,2200000,6,680,200000,2500000,300000,0
1,0,6900000,20900000,4,574,1800000,25000000,5200000,0
5,1,300000,800000,18,774,200000,900000,400000,0
3,0,6000000,18700000,10,387,6200000,23300000,6700000,1
1,0,4300000,16400000,20,397,6200000,10200000,5700000,1
4,0,5800000,13500000,14,816,9300000,20400000,7900000,0
2,1,3300000,6700000,8,845,4600000,12300000,3200000,0
2,0,400000,1500000,4,743,500000,1200000,300000,0
5,0,300000,600000,4,418,200000,700000,200000,1
1,0,4200000,10700000,6,466,7000000,14000000,4700000,1
2,1,600000,2300000,12,335,900000,1200000,400000,1
5,1,4400000,15200000,6,446,2200000,16700000,5800000,1
0,1,9200000,29400000,2,868,13800000,32000000,5300000,0
2,1,6900000,25300000,4,763,3600000,21300000,5500000,0
5,1,5100000,13700000,14,527,8900000,19400000,4700000,1
4,0,3400000,12700000,2,741,6100000,7700000,3700000,0
4,1,8600000,26800000,12,802,2800000,32100000,11700000,0
3,1,9200000,28900000,8,538,8300000,32400000,4900000,1
5,1,4800000,16300000,4,523,2300000,10000000,2800000,0
4,0,2800000,8300000,14,381,1100000,9100000,1500000,1
1,1,3400000,7000000,4,534,1600000,13000000,4000000,1
5,1,800000,2200000,14,574,1200000,1700000,1100000,0
1,0,4100000,11100000,6,405,2900000,9000000,5900000,1
0,0,1900000,3800000,16,542,500000,4000000,2100000,1
5,1,6700000,25400000,14,820,8100000,18500000,3900000,0
0,0,5200000,13400000,2,505,7900000,20400000,6200000,1
3,1,6700000,16400000,2,508,10900000,25300000,9200000,1
1,1,4700000,15000000,20,835,2500000,10100000,3800000,0
0,0,6000000,22000000,12,826,2000000,14100000,7000000,0
5,1,6500000,18900000,12,427,1900000,18200000,7800000,1
3,0,500000,2000000,12,890,700000,1800000,400000,0
4,0,5700000,13300000,2,333,3000000,11800000,8200000,1
4,1,6800000,20000000,12,679,10900000,26900000,6600000,0
5,0,3100000,12300000,18,805,1900000,6100000,2800000,0
3,0,5100000,11000000,16,826,2900000,12900000,2700000,0
1,1,6300000,23900000,10,844,4900000,16800000,4500000,0
5,1,4400000,14100000,10,663,4900000,17500000,2600000,0
1,0,8100000,21900000,6,884,5400000,27500000,6600000,0
1,0,1100000,3700000,2,508,0,2200000,1300000,0
0,1,2400000,6900000,4,581,4500000,6000000,3400000,0
3,1,7000000,26300000,12,481,12800000,15100000,9900000,1
1,1,8700000,30000000,12,543,12700000,30600000,12700000,1
0,1,3500000,12600000,10,448,2500000,10400000,3600000,1
1,1,1600000,5300000,4,713,1400000,4900000,1300000,0
5,1,7800000,17300000,16,493,4500000,16300000,9300000,1
2,0,3700000,9200000,10,819,2000000,10200000,3100000,0
4,0,400000,1400000,18,827,0,900000,600000,0
0,0,4800000,15700000,10,398,7400000,17100000,6400000,1
0,1,2900000,7500000,18,692,300000,7500000,4000000,0
5,1,5000000,14600000,18,509,2500000,19800000,4900000,1
0,1,7600000,18100000,16,439,5900000,29800000,10600000,1
1,0,3000000,9400000,4,622,3500000,9600000,2000000,0
3,1,200000,700000,18,526,100000,500000,0,1
5,1,6800000,19000000,8,865,7200000,25000000,6300000,0
5,1,9700000,27400000,2,328,18400000,22000000,7900000,1
0,1,1200000,4200000,4,768,2200000,2800000,1500000,0
5,1,7400000,24000000,16,854,6700000,20600000,8700000,0
4,0,6900000,20800000,4,839,2400000,16100000,7400000,0
0,1,9100000,23300000,18,414,2500000,33800000,6400000,1
0,1,1300000,4700000,16,530,1000000,3800000,800000,1
3,0,6600000,14600000,10,841,12100000,14800000,6000000,0
3,1,1800000,5700000,14,670,3100000,3500000,2700000,0
5,1,8200000,20900000,14,726,4800000,26000000,8400000,0
4,0,2800000,8300000,14,352,2600000,7100000,3700000,1
1,1,7000000,16000000,4,554,8600000,26600000,7900000,0
4,0,700000,1800000,18,728,1300000,2200000,600000,0
0,0,7400000,25500000,6,463,5600000,26800000,8400000,1
5,1,2300000,5000000,10,431,3700000,8700000,2900000,1
1,1,600000,1900000,8,445,100000,1600000,300000,1
5,0,1000000,3000000,4,896,1100000,2000000,1100000,0
1,1,2200000,5200000,8,420,100000,5000000,2300000,1
1,0,8000000,30900000,2,315,1200000,19500000,7300000,0
4,0,8600000,20900000,10,867,7200000,23700000,9900000,0
3,1,7500000,26000000,2,342,1900000,26900000,11200000,0
5,1,5200000,11800000,18,711,5100000,15500000,4500000,0
2,0,7900000,20900000,2,723,1800000,16300000,7100000,0
1,1,4200000,11300000,4,704,2800000,14900000,4000000,0
0,0,6500000,20200000,16,842,12200000,14300000,9600000,0
0,1,7400000,15200000,12,600,8500000,18800000,4100000,0
3,0,9100000,25600000,12,688,16300000,27900000,11100000,0
0,0,800000,2300000,16,739,600000,2000000,400000,0
1,1,800000,2800000,10,798,1300000,2500000,400000,0
5,1,4100000,9900000,4,319,7400000,12000000,5500000,1
5,1,4200000,8700000,6,583,800000,8500000,2500000,0
3,1,4800000,11500000,12,535,8000000,15600000,5400000,1
3,1,8300000,25900000,8,696,12200000,23500000,7100000,0
4,0,7600000,23900000,8,672,1600000,20200000,6700000,0
4,0,5100000,12300000,20,410,9200000,18700000,5600000,1
5,0,3600000,11600000,14,546,300000,12000000,4800000,1
3,1,5400000,16800000,16,550,6400000,13400000,7000000,0
5,0,700000,1400000,4,344,800000,2600000,300000,1
2,1,9800000,38200000,10,743,14800000,24300000,5300000,0
4,0,9700000,36400000,4,772,11300000,38100000,13500000,0
0,1,9400000,29900000,12,302,1500000,35700000,8200000,1
3,1,3200000,9100000,18,376,800000,9000000,1700000,1
0,1,3700000,11600000,10,747,4500000,9000000,3500000,0
2,1,4200000,15800000,6,710,3700000,12600000,4600000,0
2,0,7000000,24200000,6,892,500000,21400000,9200000,0
3,0,3200000,11500000,16,492,2300000,10400000,3200000,1
5,0,7900000,17700000,2,559,2800000,28900000,5400000,0
3,0,2200000,8300000,18,314,900000,5800000,2000000,1
0,1,2700000,8400000,6,744,4100000,7500000,2000000,0
5,0,6800000,18000000,12,690,11800000,25000000,9300000,0
3,1,6300000,23300000,4,347,12200000,21100000,8100000,0
5,1,9000000,31400000,2,677,10800000,20700000,8700000,0
1,0,4700000,15700000,4,468,5100000,16200000,3600000,0
2,0,8100000,17500000,4,674,12700000,23200000,9300000,0
2,0,9000000,27300000,14,353,4400000,26900000,7200000,1
4,0,3800000,14100000,8,727,4900000,8200000,5400000,0
4,1,8800000,22200000,10,512,4000000,31900000,9900000,1
3,1,8700000,27200000,18,454,9300000,30900000,12000000,1
5,0,5000000,12400000,14,315,8600000,17000000,4000000,1
0,1,6000000,22700000,10,480,11900000,13700000,8700000,1
2,1,9100000,24200000,16,685,1900000,31100000,9100000,0
1,0,7400000,17900000,6,460,1300000,25900000,5000000,1
1,1,8300000,28400000,16,704,11700000,16900000,11400000,0
1,1,7600000,23900000,12,692,12200000,27000000,5000000,0
1,1,3500000,9600000,4,398,6000000,7900000,4600000,1
5,1,1000000,3500000,18,882,500000,2900000,600000,0
5,1,9900000,25900000,4,860,200000,38000000,5400000,0
2,1,5700000,15100000,18,330,3800000,16600000,6200000,1
5,0,700000,2400000,16,447,700000,2600000,800000,1
0,1,9600000,23800000,12,788,14400000,21200000,10400000,0
1,0,9300000,28900000,6,526,1600000,19700000,11000000,1
0,0,9500000,28400000,18,577,10300000,30200000,14100000,0
4,1,8700000,23400000,16,372,11700000,20000000,8000000,1
5,1,7300000,21000000,14,759,8000000,20300000,10800000,0
3,1,4100000,12700000,10,465,1900000,14100000,3200000,1
2,0,2900000,10200000,4,789,4100000,6100000,3600000,0
3,1,7500000,17900000,2,680,11800000,25000000,6300000,0
1,0,7900000,25700000,20,681,3000000,18100000,8800000,0
1,1,6900000,22300000,16,673,100000,21300000,9000000,0
0,0,6900000,22900000,10,313,9300000,26200000,8000000,1
0,0,4800000,18800000,16,551,9400000,17300000,5500000,0
5,1,7700000,24400000,8,453,7700000,22000000,10000000,1
3,0,6900000,22700000,4,650,13400000,15500000,6400000,0
1,0,1200000,4500000,4,439,1800000,2900000,1200000,0
1,0,2900000,9600000,4,658,4300000,7000000,2700000,0
4,1,5500000,18900000,6,379,9100000,18500000,3100000,1
4,1,3200000,10700000,4,450,3000000,8200000,1800000,0
5,0,2600000,8200000,4,849,2000000,8900000,2700000,0
0,0,500000,1600000,18,865,400000,1000000,200000,0
0,0,1800000,6900000,10,853,400000,3700000,1700000,1
0,0,1300000,4900000,12,555,1200000,4100000,1700000,0
1,0,9900000,20700000,20,821,8200000,38100000,11100000,0
0,0,2000000,4700000,2,820,500000,7900000,1200000,0
1,0,5100000,15300000,4,721,6100000,15300000,5900000,0
4,1,8200000,24000000,20,831,3000000,24800000,5400000,0
5,0,4200000,12600000,18,571,3200000,11700000,6200000,0
2,1,1300000,4900000,8,582,1800000,3400000,1700000,0
1,1,4600000,13600000,18,487,8500000,15500000,5400000,1
1,0,6600000,19700000,12,758,4400000,18800000,9500000,0
2,1,8300000,30100000,16,636,5100000,33100000,7200000,0
0,0,6900000,20700000,16,857,13700000,14600000,8800000,0
4,1,4700000,12500000,8,678,200000,9800000,7000000,0
1,0,7900000,15800000,8,551,3500000,18700000,8300000,0
3,0,8800000,24900000,16,668,17200000,30000000,10500000,0
1,0,6500000,23400000,2,672,10400000,16700000,7600000,0
3,0,3500000,13700000,4,439,2800000,13000000,4400000,0
2,1,8200000,19600000,16,636,2300000,28800000,10700000,0
0,1,2000000,6000000,14,393,1400000,5900000,2900000,1
5,0,2700000,8200000,2,848,1000000,6200000,1500000,0
0,1,5300000,17600000,4,790,10200000,19700000,7700000,0
2,0,9900000,19900000,6,312,2200000,31400000,11000000,1
2,1,5000000,19500000,14,775,4700000,9900000,6500000,0
2,0,9100000,18600000,20,403,11700000,20300000,9200000,1
3,1,7600000,26400000,14,867,700000,27900000,7400000,0
0,0,5200000,17800000,18,558,5400000,13000000,3100000,0
5,0,1800000,6000000,4,548,2400000,6500000,2600000,0
0,0,7300000,28200000,16,486,8800000,16400000,7700000,1
4,0,3200000,11600000,6,635,4600000,6500000,3900000,0
5,0,5200000,20700000,2,538,2000000,14600000,3600000,0
4,0,7100000,28200000,14,496,10900000,27700000,4600000,1
4,1,1400000,4800000,6,411,300000,4400000,1600000,1
4,0,2700000,10700000,6,857,4200000,8200000,2800000,0
5,1,6500000,18100000,10,360,10600000,20200000,6100000,1
4,0,9300000,35900000,18,461,12700000,26200000,11400000,1
0,1,6700000,14900000,16,638,6900000,22300000,8100000,0
5,0,6800000,19300000,6,865,100000,22900000,9000000,0
5,0,5600000,13600000,4,449,5700000,18800000,4300000,1
1,1,1900000,4700000,2,870,2300000,3900000,2300000,0
5,0,8400000,19500000,6,815,2500000,24000000,7200000,0
2,1,2500000,7200000,16,454,1000000,7100000,2100000,1
1,1,2900000,9900000,18,783,100000,11000000,2600000,0
3,1,3200000,7400000,2,543,4500000,11200000,4600000,1
4,1,3000000,10900000,2,786,3300000,8000000,3200000,0
3,1,800000,2500000,20,395,300000,1600000,500000,1
2,1,400000,1300000,2,885,300000,1100000,500000,0
2,0,4400000,10600000,20,488,2400000,13200000,4600000,1
2,1,8700000,19900000,10,829,10500000,20200000,8400000,0
4,0,7400000,15400000,6,677,13500000,28900000,7400000,0
4,1,5700000,14400000,12,645,8600000,12900000,4700000,0
5,1,9700000,27600000,10,788,3100000,31800000,10600000,0
2,0,7000000,22400000,6,649,9900000,17800000,8900000,0
2,0,8900000,23100000,4,519,500000,25200000,4700000,1
3,1,3100000,11200000,14,772,5800000,8300000,2100000,0
4,0,2200000,6100000,12,330,2900000,5000000,2200000,1
5,1,7100000,21500000,4,557,8000000,26400000,4000000,0
4,1,8200000,19000000,6,334,6800000,28600000,10200000,1
3,1,9800000,28400000,12,487,15400000,30800000,11100000,1
2,1,3900000,9700000,8,539,7600000,7900000,5100000,1
2,1,2200000,8100000,8,710,2900000,7300000,1000000,0
5,1,600000,1700000,20,879,100000,2300000,700000,0
4,1,6900000,22000000,10,512,9100000,20600000,3900000,1
2,1,7400000,27300000,18,561,400000,27100000,9600000,0
3,1,4000000,11600000,6,539,2600000,12100000,4700000,1
3,1,700000,2000000,18,544,1300000,1500000,400000,1
2,1,1900000,4600000,16,631,2700000,4500000,2700000,0
2,0,2200000,6800000,20,546,200000,4500000,2200000,1
1,1,2000000,5600000,14,569,1100000,7900000,1600000,0
4,0,7400000,17900000,6,384,12300000,22400000,4700000,1
2,1,2300000,9000000,6,583,1300000,6900000,3400000,0
5,1,4000000,15500000,12,517,600000,12100000,3500000,1
3,1,1500000,5800000,18,420,1900000,4100000,1400000,1
2,1,5200000,12900000,18,644,5000000,12000000,7500000,0
2,0,5400000,14500000,8,349,4800000,21100000,6600000,1
3,0,7700000,25300000,18,662,11400000,19100000,9900000,0
0,1,1900000,6400000,20,704,3400000,5300000,1900000,0
4,1,6400000,15500000,2,324,11100000,13900000,4500000,1
5,0,700000,1700000,18,757,200000,2100000,600000,0
3,1,5800000,23000000,16,361,10100000,23000000,2800000,1
1,0,1800000,5400000,4,415,2000000,5600000,1800000,0
5,1,4300000,13800000,18,618,800000,14000000,2400000,0
4,0,8000000,27100000,8,524,10900000,25600000,8400000,1
0,0,1100000,4100000,18,887,1300000,2600000,1300000,0
2,1,8800000,31100000,12,729,2400000,21900000,9400000,0
4,0,4800000,18600000,14,774,5800000,12700000,6500000,0
0,1,200000,700000,20,724,0,500000,300000,0
5,1,1400000,2700000,16,320,2500000,2700000,2000000,1
